phrase,target
Alpina Sports is a Lebanon  New Hampshire USA based distributor of eg Alpina ski shoes and skis  Exel ski poles  Start ski waxes and now also Peltonen crosscountry skis,neutral
Nokia Messaging 11 enables customers to receive emails from up to 10 email accounts on their mobile phone supporting all POP or IMAP email services,neutral
OTHER  NorthRhine Westphalia  Is to issue a benchmark  5 year fixed rate deal in Euros,neutral
Bluewin Security is available as a monthly subscription,neutral
To see more of New Haven Register  or to subscribe to the newspaper,neutral
SRV will also build an aqua park with wellness area  a restaurant and a multifunctional ice arena,neutral
OriolaKD is a spinoff of Finnish pharmaceutical group Orion Oyj s wholesale division,neutral
German Commerzbank AG s Hamburg Branch and US JP Morgan  NYSE  JPM  participated as arrangers  and Dutch ING  AMS  INGA  as coarranger,neutral
Counter your competitor s strengths and target their weaknesses,neutral
Capacity of the facility made by Finland s Vaahto Group is 86000 tons of light coated paper,neutral
The group posted net sales of 353 mln euro  465 mln and an operating profit of 760000 euro  10 mln in 2005,neutral
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs  Whitehall Street Real Estate Funds,neutral
Delivery is expected to take place later this month,neutral
The ECB can mainly target inflation,neutral
The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland  the paper added,neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhtiï½ Lemminkï½inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor,neutral
Sarantel  based in Wellingborough  UK  designs highperformance antennas for portable wireless devices,neutral
Solteq Plc ANNOUNCEMENT 16122010 SHARE REPURCHASE 16122010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486969 shares including the shares repurchased on 16122010,neutral
Under the agreement  Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1  2007,neutral
The acquisition was financed with  256 billion of debt arranged by Goldman  Sachs  Co,neutral
Mr KR Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt Ltd,neutral
The Group ï½ s cumulative sales during the review period were EUR 482 million EUR 531 million  192007 and profit before taxes was EUR 12 14 million,neutral
Our Vaalipalveluservice was especially developed for use by communities and organizations,neutral
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds,neutral
The total investment in 2006 and 2007 is expected to amount to about EUR75m,neutral
The issuer is solely responsible for the content of this announcement,neutral
The company s board of directors has proposed a dividend of EUR0 12 per share for 2006,neutral
The total value of the contract is some EUR 8 million,neutral
The passenger tunnel is expected to be put into operation in 2009,neutral
The Division also includes joint sales  marketing and controlling functions for these units,neutral
To see a slide show of all the newest product releases from Fiskars,neutral
The studies are expected to start in 2008,neutral
The train is expected to cross the Russian territory in 9 days  reaching the Vostochny port,neutral
The agreement must be approved by the Russian competition authorities before it enters into force,neutral
The exercise price of the option will be based on Safran Software Solutions  license and maintenance sales as well as the result of the company,neutral
The company s board of directors will propose a dividend of EUR 095 per share for 2008 at the annual general meeting  scheduled to be held on March 23  2009,neutral
Currency conversions are based on exchange rates at the time of the deal,neutral
SSH Communications Security Corporation is headquartered in Helsinki  Finland,neutral
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas,neutral
The total investment of the project will be approximately EUR 36m,neutral
Capital base and capital adequacy measurement is based on approaches under Basel II,neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007,neutral
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland,neutral
The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4  2007,neutral
Typically  the transmission power level can be decreased when the interference noise is above a predefined value,neutral
